date,temp_mean_c,temp_max_c,temp_min_c,precip_mm,wind_speed_ms,wind_gust_ms,sunshine_hours,pressure_max_hpa,pressure_min_hpa,humidity_mean_pct,station_id,ccaa,city
2024-07-09,20.8,24.0,17.6,1.8,1.7,6.1,1.4,1013.3,1006.1,77.0,1082,País Vasco,San Sebastián Igueldo
2024-07-10,23.0,27.8,18.3,0.0,3.6,8.9,11.7,1014.6,1011.6,76.0,1082,País Vasco,San Sebastián Igueldo
2024-07-11,23.1,27.6,18.6,2.1,4.2,10.8,10.4,1014.4,1011.0,76.0,1082,País Vasco,San Sebastián Igueldo
2024-07-12,18.6,20.9,16.4,0.2,3.3,12.8,0.0,1016.9,1013.9,73.0,1082,País Vasco,San Sebastián Igueldo
2024-07-13,18.4,23.2,13.7,0.0,3.1,10.3,5.7,1014.4,1007.3,67.0,1082,País Vasco,San Sebastián Igueldo
2024-07-14,19.4,23.8,15.1,0.0,1.7,8.3,1.8,1008.8,1005.1,77.0,1082,País Vasco,San Sebastián Igueldo
2024-07-15,19.9,23.9,15.9,0.0,2.8,12.5,0.1,1014.3,1003.2,67.0,1082,País Vasco,San Sebastián Igueldo
2024-07-16,19.8,23.9,15.6,0.0,2.2,7.8,0.5,1017.5,1014.1,75.0,1082,País Vasco,San Sebastián Igueldo
2024-07-17,21.8,28.9,14.7,0.0,3.6,9.7,10.7,1016.9,1011.0,72.0,1082,País Vasco,San Sebastián Igueldo
2024-07-18,22.7,27.0,18.4,0.0,3.9,8.9,10.1,1016.2,1012.3,82.0,1082,País Vasco,San Sebastián Igueldo
2024-07-19,23.1,27.3,18.9,0.0,4.2,9.7,12.7,1016.2,1011.9,75.0,1082,País Vasco,San Sebastián Igueldo
2024-07-20,23.4,28.6,18.1,10.1,3.3,18.9,6.8,1011.9,1005.5,75.0,1082,País Vasco,San Sebastián Igueldo
2024-07-21,19.1,22.4,15.8,0.0,5.0,14.4,8.8,1019.4,1010.8,65.0,1082,País Vasco,San Sebastián Igueldo
2024-07-22,21.0,27.7,14.3,0.0,3.1,9.2,13.6,1019.3,1017.5,60.0,1082,País Vasco,San Sebastián Igueldo
2024-07-23,22.5,29.8,15.2,0.0,3.3,9.2,13.6,1019.5,1017.3,66.0,1082,País Vasco,San Sebastián Igueldo
2024-07-24,23.4,26.3,20.6,0.0,3.1,10.3,7.5,1019.1,1015.0,74.0,1082,País Vasco,San Sebastián Igueldo
2024-07-25,22.0,24.3,19.8,0.0,2.8,6.7,1.2,1015.0,1010.2,77.0,1082,País Vasco,San Sebastián Igueldo
2024-07-26,21.8,25.3,18.3,0.0,1.9,6.7,6.0,1011.1,1009.0,73.0,1082,País Vasco,San Sebastián Igueldo
2024-07-27,20.5,24.3,16.7,1.0,1.9,5.8,2.1,1014.9,1009.8,76.0,1082,País Vasco,San Sebastián Igueldo
2024-07-28,26.2,32.7,19.7,0.0,1.9,7.2,9.6,1014.4,1008.0,77.0,1082,País Vasco,San Sebastián Igueldo
2024-07-29,25.8,29.9,21.6,0.0,3.1,8.9,9.1,1013.1,1009.5,82.0,1082,País Vasco,San Sebastián Igueldo
2024-07-30,28.4,35.2,21.7,0.0,2.2,9.2,7.9,1012.5,1005.2,70.0,1082,País Vasco,San Sebastián Igueldo
2024-07-31,24.3,27.8,20.8,0.0,2.5,7.2,7.5,1012.8,1008.4,84.0,1082,País Vasco,San Sebastián Igueldo
2024-08-01,21.8,25.1,18.5,0.0,3.1,8.3,4.3,1013.7,1012.2,82.0,1082,País Vasco,San Sebastián Igueldo
2024-08-02,21.0,24.2,17.7,,2.5,8.9,0.4,1015.8,1012.1,79.0,1082,País Vasco,San Sebastián Igueldo
2024-08-03,22.2,26.9,17.5,0.0,1.9,6.7,5.3,1015.2,1013.0,66.0,1082,País Vasco,San Sebastián Igueldo
2024-08-04,22.8,30.7,14.9,0.0,3.3,8.9,13.0,1014.9,1011.0,61.0,1082,País Vasco,San Sebastián Igueldo
2024-08-05,22.6,26.6,18.6,0.7,2.5,8.9,8.4,1011.9,1009.4,77.0,1082,País Vasco,San Sebastián Igueldo
2024-08-06,23.9,27.0,20.8,2.6,2.5,5.8,6.1,1012.0,1009.3,72.0,1082,País Vasco,San Sebastián Igueldo
2024-08-07,21.2,23.1,19.2,3.1,1.7,6.7,0.1,1014.3,1010.7,87.0,1082,País Vasco,San Sebastián Igueldo
2024-08-08,23.2,26.4,19.9,0.0,1.7,6.1,1.2,1016.4,1013.3,74.0,1082,País Vasco,San Sebastián Igueldo
2024-08-09,23.4,27.6,19.1,0.0,4.2,8.9,10.9,1017.5,1015.6,70.0,1082,País Vasco,San Sebastián Igueldo
2024-08-10,24.8,31.4,18.3,0.0,2.8,8.9,12.2,1016.8,1010.4,68.0,1082,País Vasco,San Sebastián Igueldo
2024-08-11,31.7,42.9,20.5,0.0,3.3,12.5,11.7,1010.5,1002.4,35.0,1082,País Vasco,San Sebastián Igueldo
2024-08-12,23.4,26.0,20.7,0.0,2.5,7.8,1.6,1011.5,1008.4,78.0,1082,País Vasco,San Sebastián Igueldo
2024-08-13,22.4,26.5,18.3,33.3,2.2,8.9,5.1,1011.6,1007.8,86.0,1082,País Vasco,San Sebastián Igueldo
2024-08-14,21.3,24.3,18.3,0.8,4.7,13.3,9.0,1017.7,1010.9,76.0,1082,País Vasco,San Sebastián Igueldo
2024-08-15,20.2,25.6,14.8,0.0,2.5,7.8,10.8,1018.1,1016.3,70.0,1082,País Vasco,San Sebastián Igueldo
2024-08-16,20.9,28.7,13.1,0.0,1.4,6.1,12.8,1017.5,1013.9,54.0,1082,País Vasco,San Sebastián Igueldo
2024-08-17,21.4,28.3,14.6,8.6,2.5,9.7,6.8,1015.5,1012.4,74.0,1082,País Vasco,San Sebastián Igueldo
2024-08-18,19.0,22.3,15.7,3.6,1.9,7.2,4.7,1017.1,1012.0,84.0,1082,País Vasco,San Sebastián Igueldo
2024-08-19,20.3,26.5,14.1,0.0,2.5,7.2,10.9,1016.8,1011.6,69.0,1082,País Vasco,San Sebastián Igueldo
2024-08-20,19.6,26.1,13.0,2.2,3.1,8.3,8.4,1018.1,1012.0,82.0,1082,País Vasco,San Sebastián Igueldo
2024-08-21,20.8,25.9,15.7,0.0,2.8,11.4,10.0,1018.1,1012.4,71.0,1082,País Vasco,San Sebastián Igueldo
2024-08-22,19.8,25.6,14.1,0.0,3.1,8.3,10.3,1012.9,1010.2,75.0,1082,País Vasco,San Sebastián Igueldo
2024-08-23,22.6,30.2,15.1,0.0,2.2,7.2,12.7,1013.0,1007.3,69.0,1082,País Vasco,San Sebastián Igueldo
2024-08-24,22.9,28.6,17.2,1.1,4.2,16.9,6.5,1018.9,1004.1,81.0,1082,País Vasco,San Sebastián Igueldo
2024-08-25,18.6,22.6,14.6,0.1,3.6,8.3,9.1,1020.4,1018.5,70.0,1082,País Vasco,San Sebastián Igueldo
2024-08-26,20.4,26.1,14.7,0.0,2.8,11.7,10.6,1018.9,1013.4,62.0,1082,País Vasco,San Sebastián Igueldo
2024-08-27,22.6,31.9,13.3,0.0,3.6,8.3,12.0,1013.4,1008.6,66.0,1082,País Vasco,San Sebastián Igueldo
2024-08-28,21.2,25.8,16.6,,2.5,6.7,7.4,1014.0,1010.6,80.0,1082,País Vasco,San Sebastián Igueldo
2024-08-29,21.6,24.6,18.6,20.2,1.7,6.7,3.5,1015.0,1011.4,91.0,1082,País Vasco,San Sebastián Igueldo
2024-08-30,22.2,25.3,19.0,,1.9,5.8,0.1,1014.0,1011.3,87.0,1082,País Vasco,San Sebastián Igueldo
2024-08-31,25.2,32.1,18.3,14.2,1.7,19.7,6.5,1011.7,1006.6,79.0,1082,País Vasco,San Sebastián Igueldo
2024-09-01,22.2,27.6,16.7,0.0,2.8,6.7,7.5,1011.8,1009.7,83.0,1082,País Vasco,San Sebastián Igueldo
2024-09-02,21.2,25.3,17.1,4.9,3.6,11.7,6.4,1013.5,1009.8,88.0,1082,País Vasco,San Sebastián Igueldo
2024-09-03,19.4,21.9,17.0,9.5,2.2,7.2,5.7,1015.4,1013.0,80.0,1082,País Vasco,San Sebastián Igueldo
2024-09-04,19.2,23.0,15.4,12.1,3.9,12.5,2.8,1016.3,1013.7,81.0,1082,País Vasco,San Sebastián Igueldo
2024-09-05,17.4,21.1,13.6,17.1,2.8,9.2,4.6,1013.7,1004.6,85.0,1082,País Vasco,San Sebastián Igueldo
2024-09-06,17.8,22.8,12.8,,2.2,9.2,10.5,1004.8,1001.2,76.0,1082,País Vasco,San Sebastián Igueldo
2024-09-07,18.4,23.2,13.6,0.0,2.2,8.3,9.1,1010.5,1002.3,77.0,1082,País Vasco,San Sebastián Igueldo
2024-09-08,18.0,22.6,13.4,1.0,2.8,9.7,9.5,1014.3,1008.6,77.0,1082,País Vasco,San Sebastián Igueldo
2024-09-09,17.8,22.5,13.2,1.3,2.8,11.7,3.2,1018.6,1014.3,86.0,1082,País Vasco,San Sebastián Igueldo
2024-09-10,19.4,21.8,16.9,0.0,2.5,7.8,8.2,1018.5,1017.3,79.0,1082,País Vasco,San Sebastián Igueldo
2024-09-11,18.8,21.8,15.8,24.8,4.2,13.3,4.6,1017.5,1014.0,77.0,1082,País Vasco,San Sebastián Igueldo
2024-09-12,15.5,17.3,13.7,14.2,1.4,6.1,0.0,1019.2,1013.8,93.0,1082,País Vasco,San Sebastián Igueldo
2024-09-13,14.6,19.4,9.7,0.0,2.5,11.7,7.1,1025.1,1019.0,73.0,1082,País Vasco,San Sebastián Igueldo
2024-09-14,14.6,21.6,7.5,0.0,2.5,11.7,10.5,1024.1,1020.5,69.0,1082,País Vasco,San Sebastián Igueldo
2024-09-15,14.6,21.1,8.1,0.0,3.1,9.2,11.7,1021.3,1019.8,70.0,1082,País Vasco,San Sebastián Igueldo
2024-09-16,15.4,22.0,8.7,0.0,2.8,9.2,10.9,1021.2,1018.2,72.0,1082,País Vasco,San Sebastián Igueldo
2024-09-17,17.0,22.2,11.7,0.0,2.5,8.3,7.7,1018.2,1012.3,76.0,1082,País Vasco,San Sebastián Igueldo
2024-09-18,17.8,22.9,12.8,0.0,2.2,6.7,8.1,1012.3,1009.6,83.0,1082,País Vasco,San Sebastián Igueldo
2024-09-19,20.6,28.1,13.1,0.0,2.5,9.7,10.5,1009.7,1005.7,69.0,1082,País Vasco,San Sebastián Igueldo
2024-09-20,21.8,27.4,16.3,6.1,2.2,8.9,7.7,1009.8,1006.9,74.0,1082,País Vasco,San Sebastián Igueldo
2024-09-21,20.7,24.8,16.6,46.5,2.2,6.7,7.4,1009.9,1006.6,87.0,1082,País Vasco,San Sebastián Igueldo
2024-09-22,18.9,22.2,15.6,2.8,3.1,9.7,7.2,1012.9,1009.4,83.0,1082,País Vasco,San Sebastián Igueldo
2024-09-23,17.2,21.9,12.5,0.1,3.3,10.3,9.2,1012.5,1009.5,74.0,1082,País Vasco,San Sebastián Igueldo
2024-09-24,19.0,25.1,12.9,0.0,2.2,7.2,10.4,1009.5,1007.4,67.0,1082,País Vasco,San Sebastián Igueldo
2024-09-25,21.0,29.3,12.8,15.7,6.4,20.6,8.4,1008.3,997.0,52.0,1082,País Vasco,San Sebastián Igueldo
2024-09-26,18.4,20.8,16.1,26.9,2.5,11.4,1.2,1007.8,997.9,87.0,1082,País Vasco,San Sebastián Igueldo
2024-09-27,15.6,19.2,12.1,7.9,7.2,16.4,2.9,1020.0,1006.9,69.0,1082,País Vasco,San Sebastián Igueldo
2024-09-28,14.0,18.2,9.8,1.6,1.1,7.8,3.8,1023.4,1019.7,81.0,1082,País Vasco,San Sebastián Igueldo
2024-09-29,19.2,29.0,9.4,0.0,1.9,9.2,9.4,1019.9,1011.7,59.0,1082,País Vasco,San Sebastián Igueldo
2024-09-30,18.8,24.4,13.1,0.0,2.8,6.7,9.1,1017.3,1011.9,81.0,1082,País Vasco,San Sebastián Igueldo
2024-10-01,21.4,27.7,15.1,13.2,3.9,9.7,6.6,1011.9,1007.9,78.0,1082,País Vasco,San Sebastián Igueldo
2024-10-02,15.7,17.8,13.6,22.4,2.2,8.3,0.0,1010.8,1003.1,94.0,1082,País Vasco,San Sebastián Igueldo
2024-10-03,15.8,20.0,11.5,,2.2,6.7,9.6,1014.1,1010.4,79.0,1082,País Vasco,San Sebastián Igueldo
2024-10-04,15.0,20.4,9.6,0.0,3.1,9.7,4.8,1014.6,1010.7,77.0,1082,País Vasco,San Sebastián Igueldo
2024-10-05,19.0,27.7,10.3,2.9,1.9,12.5,5.8,1010.8,1002.4,71.0,1082,País Vasco,San Sebastián Igueldo
2024-10-06,21.9,26.0,17.8,7.6,2.8,18.6,4.9,1003.6,999.1,78.0,1082,País Vasco,San Sebastián Igueldo
2024-10-07,19.7,23.8,15.6,0.4,4.2,18.9,3.8,999.2,994.8,72.0,1082,País Vasco,San Sebastián Igueldo
2024-10-08,20.3,23.7,16.9,0.2,4.2,20.6,4.9,1001.2,994.3,52.0,1082,País Vasco,San Sebastián Igueldo
2024-10-09,21.8,28.8,14.8,16.7,7.5,33.6,2.2,1002.9,982.0,59.0,1082,País Vasco,San Sebastián Igueldo
2024-10-10,16.2,19.6,12.9,1.7,2.2,10.8,4.2,1011.5,1002.9,79.0,1082,País Vasco,San Sebastián Igueldo
2024-10-11,17.4,24.5,10.4,0.0,4.2,13.9,6.8,1011.3,1001.5,62.0,1082,País Vasco,San Sebastián Igueldo
2024-10-12,21.8,25.2,18.5,0.0,4.2,14.4,1.7,1010.8,1000.9,63.0,1082,País Vasco,San Sebastián Igueldo
2024-10-13,22.6,28.1,17.1,0.0,3.6,9.2,9.9,1012.3,1009.5,64.0,1082,País Vasco,San Sebastián Igueldo
2024-10-14,21.6,27.1,16.2,0.0,1.4,7.8,5.8,1013.0,1006.2,78.0,1082,País Vasco,San Sebastián Igueldo
2024-10-15,22.6,27.5,17.8,0.5,7.2,15.3,6.4,1006.2,998.0,61.0,1082,País Vasco,San Sebastián Igueldo
2024-10-16,21.1,26.2,16.0,18.1,4.2,17.5,2.4,1007.9,995.7,74.0,1082,País Vasco,San Sebastián Igueldo
2024-10-17,15.0,17.2,12.9,17.2,4.4,13.9,0.0,1017.4,1005.9,81.0,1082,País Vasco,San Sebastián Igueldo
2024-10-18,16.4,20.3,12.4,0.5,1.9,8.3,5.7,1018.7,1015.4,78.0,1082,País Vasco,San Sebastián Igueldo
2024-10-19,18.0,21.9,14.2,,2.2,8.3,5.4,1015.4,1012.6,81.0,1082,País Vasco,San Sebastián Igueldo
2024-10-20,20.8,26.9,14.6,0.0,2.5,9.2,7.3,1017.9,1014.6,70.0,1082,País Vasco,San Sebastián Igueldo
2024-10-21,19.9,25.4,14.4,0.8,4.4,14.4,7.7,1025.4,1015.6,69.0,1082,País Vasco,San Sebastián Igueldo
2024-10-22,14.2,18.3,10.2,0.6,1.9,8.3,1.3,1027.7,1025.3,91.0,1082,País Vasco,San Sebastián Igueldo
2024-10-23,17.0,23.9,10.0,0.0,3.1,8.3,9.5,1027.0,1017.6,76.0,1082,País Vasco,San Sebastián Igueldo
2024-10-24,21.1,25.7,16.5,13.5,4.2,11.4,9.3,1017.6,1010.0,58.0,1082,País Vasco,San Sebastián Igueldo
2024-10-25,13.6,17.7,9.4,4.2,1.9,12.8,3.5,1014.9,1011.7,83.0,1082,País Vasco,San Sebastián Igueldo
2024-10-26,10.8,12.6,8.9,47.7,1.4,4.7,0.0,1013.8,1011.4,93.0,1082,País Vasco,San Sebastián Igueldo
2024-10-27,13.4,16.0,10.8,4.0,1.4,7.2,2.4,1020.6,1012.7,91.0,1082,País Vasco,San Sebastián Igueldo
2024-10-28,13.6,17.2,10.0,0.0,1.1,4.2,0.7,1022.8,1020.1,92.0,1082,País Vasco,San Sebastián Igueldo
2024-10-29,15.6,20.1,11.0,,1.4,5.0,5.8,1021.3,1016.9,85.0,1082,País Vasco,San Sebastián Igueldo
2024-10-30,16.2,19.7,12.8,0.0,2.2,8.3,3.9,1017.2,1013.3,85.0,1082,País Vasco,San Sebastián Igueldo
2024-10-31,17.8,25.2,10.3,0.0,4.2,11.4,7.9,1017.2,1014.9,78.0,1082,País Vasco,San Sebastián Igueldo
2024-11-01,19.3,25.2,13.4,0.0,3.6,10.3,7.8,1017.8,1014.9,70.0,1082,País Vasco,San Sebastián Igueldo
2024-11-02,16.6,22.0,11.2,0.0,2.5,5.8,8.2,1017.4,1015.4,87.0,1082,País Vasco,San Sebastián Igueldo
2024-11-03,19.2,23.8,14.5,0.0,5.0,11.7,9.2,1017.7,1014.9,64.0,1082,País Vasco,San Sebastián Igueldo
2024-11-04,19.6,24.1,15.2,0.0,2.8,8.9,3.7,1016.0,1013.2,68.0,1082,País Vasco,San Sebastián Igueldo
2024-11-05,19.4,25.7,13.2,0.0,2.2,8.9,8.3,1019.8,1014.8,67.0,1082,País Vasco,San Sebastián Igueldo
2024-11-06,18.4,24.8,12.0,0.0,1.4,8.3,9.1,1021.2,1019.1,76.0,1082,País Vasco,San Sebastián Igueldo
2024-11-07,17.4,23.5,11.2,0.0,3.6,9.7,9.1,1019.1,1015.4,69.0,1082,País Vasco,San Sebastián Igueldo
2024-11-08,18.0,20.1,15.8,23.6,3.6,11.4,4.5,1017.8,1013.8,65.0,1082,País Vasco,San Sebastián Igueldo
2024-11-09,14.2,18.8,9.5,0.0,2.5,8.9,6.7,1023.6,1017.7,79.0,1082,País Vasco,San Sebastián Igueldo
2024-11-10,13.0,16.8,9.3,7.9,1.1,5.8,0.9,1024.2,1021.9,88.0,1082,País Vasco,San Sebastián Igueldo
2024-11-11,14.7,16.7,12.7,4.6,3.1,9.7,1.5,1027.9,1023.2,81.0,1082,País Vasco,San Sebastián Igueldo
2024-11-12,10.8,14.2,7.5,12.6,2.8,10.8,5.5,1026.6,1018.1,80.0,1082,País Vasco,San Sebastián Igueldo
2024-11-13,9.8,13.1,6.4,,2.2,9.2,4.3,1021.0,1017.5,82.0,1082,País Vasco,San Sebastián Igueldo
2024-11-14,10.9,17.0,4.8,0.0,2.2,8.3,8.9,1020.7,1017.3,81.0,1082,País Vasco,San Sebastián Igueldo
2024-11-15,12.2,18.4,6.0,0.0,3.3,10.3,8.2,1018.2,1014.6,77.0,1082,País Vasco,San Sebastián Igueldo
2024-11-16,15.4,20.5,10.3,0.0,2.8,10.3,7.1,1016.0,1013.7,67.0,1082,País Vasco,San Sebastián Igueldo
2024-11-17,11.2,13.6,8.9,0.2,1.1,4.2,0.0,1018.3,1016.0,94.0,1082,País Vasco,San Sebastián Igueldo
2024-11-18,12.4,16.0,8.9,,1.1,6.7,0.0,1017.2,1013.6,86.0,1082,País Vasco,San Sebastián Igueldo
2024-11-19,13.0,17.0,9.0,,2.2,10.3,2.4,1014.5,1012.1,86.0,1082,País Vasco,San Sebastián Igueldo
2024-11-20,14.8,17.2,12.4,30.9,5.0,16.9,0.0,1013.5,1010.3,75.0,1082,País Vasco,San Sebastián Igueldo
2024-11-21,15.0,19.0,11.0,18.7,5.8,16.9,0.0,1010.3,999.8,77.0,1082,País Vasco,San Sebastián Igueldo
2024-11-22,9.8,13.0,6.6,2.1,4.2,21.7,3.3,1017.7,1007.4,79.0,1082,País Vasco,San Sebastián Igueldo
2024-11-23,15.0,18.8,11.2,0.0,8.3,17.5,7.6,1014.6,1011.2,57.0,1082,País Vasco,San Sebastián Igueldo
2024-11-24,18.6,20.8,16.4,8.3,9.2,20.0,6.7,1011.6,1000.8,53.0,1082,País Vasco,San Sebastián Igueldo
2024-11-25,14.4,21.7,7.2,8.1,2.5,16.1,1.5,1017.7,999.3,87.0,1082,País Vasco,San Sebastián Igueldo
2024-11-26,10.4,14.8,6.1,0.0,2.2,6.1,0.0,1019.5,1017.0,78.0,1082,País Vasco,San Sebastián Igueldo
2024-11-27,12.6,18.8,6.5,0.0,1.4,9.2,8.1,1020.7,1017.2,71.0,1082,País Vasco,San Sebastián Igueldo
2024-11-28,14.4,21.1,7.7,0.0,3.9,10.3,8.6,1020.5,1016.9,59.0,1082,País Vasco,San Sebastián Igueldo
2024-11-29,17.0,23.5,10.5,0.0,2.8,10.3,6.1,1022.4,1016.4,58.0,1082,País Vasco,San Sebastián Igueldo
2024-11-30,16.2,23.5,8.9,0.0,2.2,7.8,7.7,1022.3,1018.3,68.0,1082,País Vasco,San Sebastián Igueldo
2024-12-01,16.2,20.8,11.5,0.1,1.1,7.2,2.9,1019.7,1017.3,64.0,1082,País Vasco,San Sebastián Igueldo
2024-12-02,13.6,15.8,11.3,1.1,2.5,8.3,0.6,1021.7,1018.1,92.0,1082,País Vasco,San Sebastián Igueldo
2024-12-03,11.8,14.4,9.3,16.2,0.8,3.6,0.4,1021.3,1017.1,87.0,1082,País Vasco,San Sebastián Igueldo
2024-12-04,11.1,14.8,7.4,0.9,1.4,8.9,4.9,1026.7,1017.9,85.0,1082,País Vasco,San Sebastián Igueldo
2024-12-05,12.4,17.3,7.4,7.4,1.9,6.7,0.7,1024.9,1020.7,78.0,1082,País Vasco,San Sebastián Igueldo
2024-12-06,15.0,16.6,13.4,7.9,2.2,9.2,0.2,1024.9,1021.2,97.0,1082,País Vasco,San Sebastián Igueldo
2024-12-07,11.2,14.4,8.0,21.1,10.6,24.2,1.0,1023.0,1016.2,81.0,1082,País Vasco,San Sebastián Igueldo
2024-12-08,9.2,11.6,6.9,31.7,7.8,24.7,0.1,1022.0,1016.9,80.0,1082,País Vasco,San Sebastián Igueldo
2024-12-09,9.0,10.8,7.3,10.6,3.1,16.9,0.2,1017.9,1014.6,80.0,1082,País Vasco,San Sebastián Igueldo
2024-12-10,7.4,8.8,5.9,5.1,1.7,8.9,0.0,1018.1,1016.4,88.0,1082,País Vasco,San Sebastián Igueldo
2024-12-11,6.9,8.6,5.2,,2.2,7.8,0.0,1017.8,1015.6,88.0,1082,País Vasco,San Sebastián Igueldo
2024-12-12,8.3,13.1,3.5,0.0,1.1,5.8,5.4,1018.9,1016.0,76.0,1082,País Vasco,San Sebastián Igueldo
2024-12-13,8.9,13.9,3.9,2.3,1.1,6.7,1.7,1022.1,1015.2,73.0,1082,País Vasco,San Sebastián Igueldo
2024-12-14,8.0,13.3,2.7,11.9,2.5,11.7,2.4,1030.6,1022.0,85.0,1082,País Vasco,San Sebastián Igueldo
2024-12-15,9.7,13.6,5.8,1.9,,6.7,2.7,1036.2,1030.3,84.0,1082,País Vasco,San Sebastián Igueldo
2024-12-16,10.0,15.9,4.1,0.4,5.8,12.8,7.8,1035.2,1027.0,71.0,1082,País Vasco,San Sebastián Igueldo
2024-12-17,14.8,19.0,10.5,0.0,3.9,11.7,2.1,1027.5,1020.9,39.0,1082,País Vasco,San Sebastián Igueldo
2024-12-18,17.4,20.7,14.0,0.0,3.6,22.2,7.1,1021.6,1012.7,53.0,1082,País Vasco,San Sebastián Igueldo
2024-12-19,14.4,19.4,9.3,15.7,5.6,21.7,0.0,1026.5,1009.3,70.0,1082,País Vasco,San Sebastián Igueldo
2024-12-20,9.4,11.3,7.5,6.5,1.7,8.3,0.1,1028.9,1026.4,94.0,1082,País Vasco,San Sebastián Igueldo
2024-12-21,10.1,14.0,6.2,,1.9,8.9,0.0,1028.6,1026.6,82.0,1082,País Vasco,San Sebastián Igueldo
2024-12-22,12.6,15.2,10.1,8.7,6.1,20.6,0.0,1027.0,1022.4,76.0,1082,País Vasco,San Sebastián Igueldo
2024-12-23,10.8,12.6,9.0,5.8,6.1,15.0,1.0,1030.1,1025.7,71.0,1082,País Vasco,San Sebastián Igueldo
2024-12-24,10.8,12.5,9.2,4.2,1.7,8.9,0.0,1029.8,1027.4,97.0,1082,País Vasco,San Sebastián Igueldo
2024-12-25,11.9,13.4,10.4,0.0,1.9,6.1,0.0,1028.3,1024.6,93.0,1082,País Vasco,San Sebastián Igueldo
2024-12-26,10.4,12.3,8.6,0.0,1.4,4.7,0.1,1025.7,1023.6,89.0,1082,País Vasco,San Sebastián Igueldo
2024-12-27,11.8,17.5,6.2,0.0,3.6,8.9,8.2,1025.2,1022.6,67.0,1082,País Vasco,San Sebastián Igueldo
2024-12-28,10.9,15.6,6.2,0.0,1.1,5.0,8.1,1026.7,1024.1,74.0,1082,País Vasco,San Sebastián Igueldo
2024-12-29,9.3,15.6,3.0,0.0,0.8,4.2,7.8,1026.9,1024.6,83.0,1082,País Vasco,San Sebastián Igueldo
2024-12-30,7.8,13.5,2.0,0.0,1.4,6.1,8.0,1026.5,1023.9,79.0,1082,País Vasco,San Sebastián Igueldo
2024-12-31,7.2,14.0,0.3,0.0,1.1,4.2,8.3,1027.2,1024.9,77.0,1082,País Vasco,San Sebastián Igueldo
2025-01-01,8.6,15.1,2.2,0.0,3.1,7.8,7.8,1025.3,1021.0,59.0,1082,País Vasco,San Sebastián Igueldo
2025-01-02,8.9,12.3,5.5,0.4,2.5,7.8,0.0,1021.3,1019.2,56.0,1082,País Vasco,San Sebastián Igueldo
2025-01-03,11.3,12.6,10.0,9.2,1.7,8.3,0.0,1019.3,1015.0,84.0,1082,País Vasco,San Sebastián Igueldo
2025-01-04,15.4,19.0,11.9,0.4,4.2,16.4,4.8,1015.6,1007.3,56.0,1082,País Vasco,San Sebastián Igueldo
2025-01-05,17.0,18.8,15.2,1.1,6.7,23.6,0.9,1007.4,992.4,46.0,1082,País Vasco,San Sebastián Igueldo
2025-01-06,10.6,17.8,3.4,0.8,4.7,23.6,1.5,1010.3,991.3,78.0,1082,País Vasco,San Sebastián Igueldo
2025-01-07,10.2,17.6,2.9,0.1,6.1,22.8,0.9,1011.3,1006.4,58.0,1082,País Vasco,San Sebastián Igueldo
2025-01-08,18.1,19.1,17.1,0.0,6.1,23.3,1.5,1007.4,1002.5,46.0,1082,País Vasco,San Sebastián Igueldo
2025-01-09,13.4,17.5,9.4,2.2,5.3,18.1,0.1,1018.0,1003.9,78.0,1082,País Vasco,San Sebastián Igueldo
2025-01-10,14.6,20.5,8.7,6.3,2.2,11.4,3.3,1017.9,1015.5,70.0,1082,País Vasco,San Sebastián Igueldo
2025-01-11,12.9,14.9,10.9,3.3,4.2,11.7,1.4,1028.8,1015.7,88.0,1082,País Vasco,San Sebastián Igueldo
2025-01-12,5.9,11.5,0.3,0.0,1.9,9.2,6.0,1034.2,1028.6,74.0,1082,País Vasco,San Sebastián Igueldo
2025-01-13,5.1,9.1,1.1,0.0,1.7,7.2,4.2,1033.3,1029.8,77.0,1082,País Vasco,San Sebastián Igueldo
2025-01-14,5.9,11.3,0.5,0.0,1.4,5.0,5.5,1030.7,1027.2,76.0,1082,País Vasco,San Sebastián Igueldo
2025-01-15,5.8,11.5,0.1,0.3,1.1,4.7,7.0,1029.9,1026.5,80.0,1082,País Vasco,San Sebastián Igueldo
2025-01-16,6.2,10.8,1.7,0.2,1.4,7.8,0.2,1026.6,1021.9,88.0,1082,País Vasco,San Sebastián Igueldo
2025-01-17,7.8,15.3,0.4,0.0,1.9,6.7,8.5,1028.0,1024.4,73.0,1082,País Vasco,San Sebastián Igueldo
2025-01-18,7.3,13.9,0.7,0.0,1.4,7.2,5.5,1024.9,1018.6,73.0,1082,País Vasco,San Sebastián Igueldo
2025-01-19,8.5,16.2,0.8,0.7,3.6,15.3,7.7,1018.6,1010.1,54.0,1082,País Vasco,San Sebastián Igueldo
2025-01-20,12.3,15.8,8.8,0.0,3.3,9.2,5.5,1011.2,1007.6,61.0,1082,País Vasco,San Sebastián Igueldo
2025-01-21,12.2,15.5,8.8,0.0,6.1,14.4,0.4,1007.6,1001.9,61.0,1082,País Vasco,San Sebastián Igueldo
2025-01-22,15.6,19.9,11.3,13.3,4.4,16.4,3.0,1007.5,998.6,64.0,1082,País Vasco,San Sebastián Igueldo
2025-01-23,11.8,16.4,7.3,0.4,2.2,12.8,6.9,1015.3,1007.5,80.0,1082,País Vasco,San Sebastián Igueldo
